catalog_item_id,item,quantity_owned,complete,packaged,sealed,access_note_count
2406082,Stay-Puft Marshmallow Man,2,0,2,0,0
2406079,Green Ghost,1,1,1,1,1
6576078,Ghostzapper,1,1,1,0,1
2406044,Ecto-Glow Hero: Egon Spangler,1,1,1,1,0
2406045,Ecto-Glow Hero: Louis Tully,1,1,1,1,0
2406046,Ecto-Glow Hero: Peter Venkman,1,1,1,1,0
2406048,Ecto-Glow Hero: Winston Zedmore,1,1,1,1,0
2406047,Ecto-Glow Hero: Ray Stantz,1,1,1,1,0
2406087,H2Ghost,1,1,1,1,0
2406088,Gooper Ghost-Sludge Bucket,1,1,1,1,0
2406084,Bad-Too-The-Bone Ghost,1,1,1,1,0
2406042,Proton Pack,1,1,1,0,0
2406098,Mini Ghost: Mini Shooter,1,1,1,1,1
2406097,Mini Ghost: Mini Goopers,1,1,1,1,0
2406055,Fright Feature Winston Zedmore,1,1,1,1,0
2406054,Fright Feature Ray Stantz,1,1,1,1,0
2406053,Fright Feature Peter Venkman,1,1,1,1,0
2406051,Fright Feature Egon Spangler,1,1,1,1,0
2406039,Firehouse,1,1,0,0,0
2406099,Mini Ghost: Mini Traps,1,1,1,1,0
2406100,Pull Speed Ahead Ghost,1,1,1,1,0
2406126,Highway Haunter,1,1,1,1,1
2406102,Haunted Human: Tombstone Tackle,1,1,1,1,0
2406096,Haunted Human: Mail Fraud,1,1,1,1,1
2406095,Haunted Human: Hard Hat Horror,1,1,1,1,0
2406093,Haunted Human: Granny Gross,1,1,1,1,1
2406104,Haunted Human: Ex-Cop,1,1,1,1,0
2406094,Gooper Ghost: Green Ghost,1,1,0,0,0
2406052,Fright Feature: Janine Melnitz,1,1,1,1,0
2406121,Ecto-2,1,1,1,1,0
2406101,Haunted Human: Terror Trash,1,1,1,1,0
2406091,Brain Blaster Ghost,1,1,1,1,0
2406063,Monster: Mummy,1,1,1,1,0
2406062,Monster: Frankenstein,1,1,1,1,0
2406061,Monster: Dracula,1,1,1,1,0
2406064,Monster: Quasimodo,1,1,1,1,0
2406065,Monster: Wolfman,1,1,1,1,0
2406066,Monster: Zombie,1,1,1,1,1
2406073,Screaming Hero: Egon Spangler,1,1,1,1,0
2406103,Wicked Wheelie,1,1,1,1,0
2406077,Screaming Hero: Winston Zedmore,1,1,1,0,0
2406076,Screaming Hero: Ray Stantz,1,1,1,1,1
2406075,Screaming Hero: Peter Venkman,1,1,1,1,0
2406074,Screaming Hero: Janine Melnitz,1,1,1,1,0
2406059,Green Ghost with Proton Pack,1,1,1,1,0
6576089,Finger Pop Fiends,1,1,1,1,0
2406112,Fearsome Flush,1,1,1,1,0
2406118,Super Fright Features: Winston Zedmore,1,1,1,1,0
2406116,Super Fright Features: Ray Stantz,1,1,1,1,1
2406115,Super Fright Features: Peter Venkman,1,1,1,1,1
2406114,Super Fright Features: Janine Melnitz,1,1,1,1,0
2406111,Super Fright Features: Egon Spangler,1,1,1,1,0
2406113,Ghost Trap,1,1,1,0,0
2406122,Ecto-3,1,1,1,1,0
2406071,Power Pack Heroes: Ray Stantz,1,1,1,1,0
2406070,Power Pack Heroes: Peter Venkman,1,1,1,1,0
2406069,Power Pack Heroes: Louis Tully,1,1,1,1,0
2406068,Power Pack Heroes: Janine Melnitz,1,1,1,1,0
2406067,Power Pack Heroes: Egon Spangler,1,1,1,1,0
2406058,Goblin' Goblins: Terror Tongue,1,1,1,1,0
2406057,Goblin' Goblins: Terrible Teeth,1,1,1,1,0
2406072,Power Pack Heroes: Winston Zedmore,1,1,1,1,0
2406056,Goblin' Goblins: Nasty Neck,1,1,1,1,0
2406125,Ghost Sweeper,1,1,1,1,0
2406123,Ecto-500,1,1,1,0,0
2406108,Slimed Heroes: Ray Stantz,1,1,1,1,0
2406107,Slimed Heroes: Peter Venkman,1,1,1,1,0
2406106,Slimed Heroes: Louis Tully,1,1,1,1,0
2406105,Slimed Heroes: Egon Spangler,1,1,1,1,0
2406120,Ecto-1A,1,1,1,0,1
2406109,Slimed Heroes: Winston Zedmore,1,1,1,1,0
4650212,Battle Blaster,1,1,1,0,0
2477307,Exedore,1,1,1,1,0
2477305,Breetai,1,1,1,1,0
15275,The Magic Gemstone,1,1,0,0,1
2579496,Dargon (Night Fighting) and Parafly,1,1,1,1,0
2579494,Commander Waspax and Winged,3,0,0,0,1
2579503,Hyve,1,1,1,0,1
2579498,Mantor and Raplor,1,1,1,1,0
2579502,Zak and Bitaur,2,2,2,2,1
2579501,Skulk and Trancula,1,1,0,0,0
2579500,Skitto and Toxcid,2,0,0,0,1
2579499,Pinsor and Battle Beetle,1,1,0,0,0
3602953,Warning Detector Set,1,1,1,1,1
3602952,Toothbrush and Stand,1,1,1,1,1
3602951,Birthday Invitations,1,1,1,1,1
2599929,MonStar with Sky-Shadow,1,1,1,1,0
2599939,Maraj,1,0,1,0,0
2599924,Copper Kid with May Day,1,1,1,1,0
2599921,Buzz-Saw with Shredator,1,1,1,1,0
2599931,Mumbo-Jumbo with Airshock,1,1,1,1,0
2599932,Quicksilver with Tally-Hawk,1,1,1,1,0
2599941,Sky-Shadow,1,1,0,0,0
2599934,Stargazer with Sly-Bird,1,1,1,1,0
2599942,Sprint Hawk,1,1,1,1,0
2599937,Windhammer with Tuning Fork,1,1,1,1,0
7788069,Steelwill Ultrasonic Suit,1,1,1,1,1
2599930,Moon Styker with Tail-Spin,1,1,1,1,0
2599926,Hardware with Prowler,1,1,1,1,0
2599920,Bluegrass Ultrasonic Suit,1,1,1,1,0
2599922,Condor with Jet Stream,1,1,1,1,0
2753308,Klingon,1,1,0,0,0
2753307,Doctor McCoy,1,1,0,0,0
2753306,Captain Kirk,1,1,0,0,0
2753311,USS Enterprise Action Playset,1,1,1,0,0
2753316,Neptunian,1,1,0,0,0
12958,X-Wing Fighter,1,1,1,0,0
12956,Hoth World: Hoth World,1,1,1,0,0
12954,Hoth World: Hoth Turret Defense,1,1,1,0,0
8333532,Princess Leia,1,1,0,0,0
8333525,Luke Skywalker,1,1,0,0,0
8333523,Jawa,1,1,0,0,0
8333521,Han Solo,1,1,0,0,0
8333516,Death Squad Commander,1,1,0,0,0
8333515,Darth Vader,1,1,0,0,0
8333514,Chewbacca,1,1,0,0,0
8333529,Ben (Obi-Wan) Kenobi,1,1,0,0,0
8333533,Artoo-Detoo (R2-D2),1,1,0,0,0
8333539,Sand People,1,1,0,0,0
8333513,See-Threepio (C-3PO),1,1,0,0,0
8333538,Stormtrooper,1,1,0,0,0
8333517,Death Star Droid,1,1,0,0,0
8333531,Walrus Man,1,1,0,0,0
8333535,Snaggletooth,1,1,0,0,0
8333534,R5-D4,1,1,0,0,0
8333519,Power Droid,1,1,0,0,0
8333527,Luke Skywalker: X-wing Pilot,1,1,0,0,0
8333528,Hammerhead,1,1,0,0,0
8333520,Greedo,1,1,0,0,0
8333547,Boba Fett,1,1,0,0,0
8333562,Lando Calrissian,1,1,0,0,0
8333572,Imperial Stormtrooper (Hoth Battle Gear),1,1,0,0,0
8333559,IG-88,1,1,0,0,0
10286,Hoth Ice Planet,1,1,1,0,1
8333556,Han Solo (Hoth Outfit),1,1,0,0,0
8333554,FX-7,1,1,0,0,0
8333552,Bossak (Bounty Hunter),1,1,0,0,0
8333567,Leia Organa (Bespin Gown),1,1,0,0,0
8333551,Bespin Security Guard,1,1,0,0,0
8333565,Luke Skywalker (Bespin Fatigues),1,1,0,0,0
8333558,Rebel Soldier (Hoth Battle Gear),1,1,0,0,0
8333574,Yoda,1,1,0,0,0
8333573,Ugnaught,1,1,0,0,0
8333571,Rebel Commander,1,1,0,0,0
13004,Rebel Command Center Adventure Set,1,1,1,0,0
8333563,Lobot,1,1,0,0,0
8333569,Leia (Hoth Outfit),1,1,0,0,0
8333560,Imperial Commander,1,1,0,0,0
8333555,Han Solo (Bespin Outfit),1,1,0,0,0
8333553,Dengar,1,1,0,0,0
8333550,AT-AT Driver,1,1,0,0,0
8333548,2-1B,1,1,0,0,0
8333566,Luke Skywalker (Hoth Battle Gear),1,1,0,0,0
8333582,C-3PO (Removable Limbs),1,1,0,0,0
8333551,Bespin Security Guard,1,1,0,0,0
8333549,AT-AT Commander,1,1,0,0,0
8333578,Artoo-Detoo (R2-D2) (with Sensorscope),1,1,0,0,0
8333577,(Twin-Pod) Cloud Car Pilot,1,1,0,0,0
8333579,Zuckuss,1,1,0,0,0
8333581,4-LOM,1,1,0,0,0
8333583,Imperial Tie Fighter Pilot,1,1,0,0,0
8333608,Weequay,1,1,0,0,0
8333607,Squid Head,1,1,0,0,0
8333604,Ree-Yees,1,1,0,0,0
8333590,Rebel Commando,1,1,0,0,0
8333603,Pricess Leia Organa (Boushh Disguise),1,1,0,0,0
8333601,Nien Nunb,1,1,0,0,0
8333599,Luke Skywalker (Jedi Knight Outfit),1,1,0,0,0
8333596,Lando Calrissian (Skiff Guard Disguise),1,1,0,0,0
8333594,Klaatu,1,1,0,0,0
8333592,General Madine,1,1,0,0,0
8333591,Gamorrean Guard,1,1,0,0,0
8333589,Emperor's Royal Guard,1,1,0,0,0
8333587,Chief Chirpa,1,1,0,0,0
8333586,Biker Scout,1,1,0,0,0
8333597,Logray (Ewok Medicine Man),1,1,0,0,0
8333585,Bib Fortuna,1,1,0,0,0
8333580,Admiral Ackbar,1,1,0,0,0
8333584,8D8,1,1,0,0,0
8333609,AT-ST Driver,1,1,0,0,0
8333610,B-Wing Pilot,1,1,0,0,0
8333611,Han Solo (Trench Coat),1,1,0,0,0
8333595,Klaatu (Skiff Guard Outfit),1,1,0,0,0
8333618,Wicket W. Warrick,1,1,0,0,0
8333613,The Emperor,1,1,0,0,0
8333617,Teebo,1,1,0,0,0
8333616,Rancor Keeper,1,1,0,0,0
8333615,Prune Face,1,1,0,0,0
8333614,Princess Leia Organa (in Combat Poncho),1,1,0,0,0
8333602,Nikto,1,1,0,0,0
8333624,Paploo,1,1,0,0,0
8333648,Lumat,1,1,0,0,0
8333622,Imperial Dignitary,1,1,0,0,0
8333621,Han Solo (Carbonite Chamber),1,1,0,0,0
8333644,EV-9D9,1,1,0,0,0
8333645,Barada,1,1,0,0,0
8333619,A-Wing Pilot,1,1,0,0,0
8333649,Artoo-Detoo (R2-D2) with pop-up Lightsaber,1,1,0,0,0
8333643,Anakin Skywalker,1,1,0,0,0
8333642,Amanaman,1,1,0,0,0
8333620,Imperial Gunner,1,1,0,0,0
8333646,Lando Calrissian (General Pilot),1,1,0,0,0
8333647,Luke Skywalker (Battle Poncho),1,1,0,0,0
8333623,Luke Skywalker (Imperial Stormtrooper Outfit),1,1,0,0,0
8333651,Warok,1,1,0,0,0
8333650,Romba,1,1,0,0,0
8333652,Yak Face,1,1,0,0,0
2774582,Deadeye and Cricket (Cosmittor),1,1,1,0,0
2774574,Armored Battle Station,1,1,1,0,0
2774595,Windstorm (Vultor),1,1,1,0,0
2774593,Twinhorn (Stalkor),1,1,1,0,0
2805747,Berry Happy Home,1,0,0,0,0
2805744,Party Pleasers: Mint Tulip with Marsh Mallard,1,1,1,1,0
2805742,Party Pleasers: Café Ole with Burrito Burro,1,1,1,1,0
2805741,Party Pleasers: Apple Dumplin with TeaTime Turtle,1,1,1,1,0
2805740,Party Pleasers: Angel Cake with Souffle Skunk,1,1,1,1,0
2805739,Party Pleasers: Almond Tea with Marza Panda,1,1,1,1,0
8088527,Berry Baby Orange Blossom with Bottle,1,1,1,1,0
2836923,Burnheart,1,1,1,1,0
2836936,Wierd Wolf,1,1,1,1,0
2836935,Vamp-Paw,1,1,1,1,0
2836922,Tomb of Doom,1,1,1,1,0
2836934,Spooks,1,1,1,1,0
2836925,Snakebite,1,1,1,1,0
2836924,Skull,1,1,1,1,0
2836933,See-Thru,1,1,1,1,0
2836932,Scary Cat,1,1,1,1,0
2836931,Rags,1,1,1,1,0
2836930,Mr. Lucky,1,1,1,1,0
2836927,Lionheart,1,1,1,1,0
2836929,Hooter,1,1,1,1,0
2836920,Ghost Finder,1,1,1,1,0
2836926,Eagle Eye,1,1,1,1,0
6609015,Teddy Ruxpin,1,1,1,0,0
6609019,The Missing Princess - Book & Tape,1,1,0,0,0
6609021,The Wooly What's-It - Book & Tape,1,1,0,0,0
6609016,Teddy Ruxpin Lullabys - Book & Tape,1,1,0,0,0
6609020,The Story of the Faded Fobs - Book & Tape,1,1,0,0,0
6609011,Grubby's Romance - Book & Tape,1,1,0,0,0
6609017,Teddy Ruxpin's Birthday - Book & Tape,1,1,0,0,0
6609022,Tweeg and the Bounders - Book & Tape,1,1,0,0,0
6609018,Teddy's Winter Adventure - Book & Tape,1,1,0,0,0
6609013,Land of Grundo Map,1,1,1,0,0
6609014,Teddy and the Mudblups - Book & Tape,1,1,0,0,0
6609012,Grunge Music - Book & Tape,1,1,0,0,0
6454039,Wobble Writer Pen - Raphael,1,1,1,1,0
6454036,Wobble Writer Pen - Donatello,1,1,1,1,0
2865726,3D It Character Creator Mega Refill,1,1,1,1,1
3055022,Metalhead,1,1,1,1,1
3055019,Kraang,1,1,1,1,1
3055017,Fishface,1,1,1,1,1
3055040,Shredder,1,1,1,1,1
3055039,Shell Raiser,1,1,1,0,1
3055034,Ninja Stealth Bike,2,0,0,0,1
3055041,Splinter,1,1,1,1,1
3055091,Ninjas in Training Michael Angelo and Raphael,1,1,1,1,0
3055085,Ninja AT-3,1,1,1,1,0
3055092,Ooze Chuckin Mikey,1,1,1,1,0
3055084,Mutagen Ooze,1,1,1,1,1
3055081,M.O.U.S.E.R.S.,1,1,1,1,1
3055108,Throw N' Battle Donatello,1,1,1,1,0
3055107,The Rat King,1,1,1,1,1
3055106,Stealth Tech Raphael,1,1,1,1,0
3055105,Stealth Tech Michael Angelo,2,0,0,0,0
3055104,Stealth Tech Leonardo,1,1,1,1,0
3055103,Stealth Tech Donatello,1,1,1,1,0
3055102,Spider Bytes,1,1,1,1,1
3055101,Snakeweed,1,1,1,1,1
3055048,Baxter Stockman,1,1,1,1,1
3055043,Anchovy Alley,1,1,1,1,0
3055068,Flingers Michael Angelo,1,0,0,0,1
3055056,Cockroach Terminator,1,1,1,1,1
3055167,Rocksteady,1,1,1,1,1
3055166,Robotic Foot Soldier,1,1,1,1,1
3055162,Raph the Barbarian,1,1,1,1,0
3055160,Original Comic Book Raphael,1,1,1,1,0
3055159,Original Comic Book Michael Angelo,1,1,1,1,0
3055158,Original Comic Book Leonardo,1,1,1,1,0
3055186,Turtle Sub,1,1,1,1,0
3055183,Tiger Claw,1,1,1,1,1
3055178,Squirrelanoid,1,1,1,1,1
3055157,Original Comic Book Donatello,1,1,1,1,0
3055132,Fire Escape Free Fall,1,1,1,1,0
3055129,Donnie the Wizard,1,1,1,1,0
3055117,Bebop,1,1,1,1,1
3055136,High Flying Blimp,1,1,1,1,0
3055150,Mutagen Man,1,1,1,1,0
3055149,Mikey the Elf,1,1,1,1,0
3055145,Leo the Knight,1,1,1,1,0
3055144,Kirby Bat,1,1,1,1,1
3055142,Interactive Talking Raphael,1,1,0,0,0
3055140,Interactive Talking Michael Angelo,1,1,0,0,0
3055139,Interactive Talking Leonardo and Donatello,1,1,0,0,0
3055279,Secret Sewer Layer Playset with Dimension X Portal,1,1,1,0,0
3055277,Savage Mikey,1,1,1,1,0
3055193,Dark Beaver,1,1,1,1,0
3055191,Baxter-Fly,1,1,1,1,0
3055189,Atilla the Frog,1,1,1,1,0
3055278,SDCC Giant Metal Mutant Leonardo,1,1,1,1,0
3055252,Mutations Mix & Match: Slash,1,1,1,1,0
3055259,Napoleon Bonafrog,1,1,1,1,0
3055270,Pizza Thrower,1,1,1,0,0
3055269,Party Wagon,1,1,1,0,0
3055199,Fugitoid,1,1,1,1,1
3055228,Mozar,1,1,1,1,0
3055227,Monkey Brains,1,1,1,1,0
3055226,Mondo Gekko,1,1,1,1,0
3055225,Mikey Turflytle,1,1,1,1,0
3055222,Lord Dregg,1,1,1,1,0
3055219,Karai Serpent,1,1,1,1,0
3055331,Spy Line Raph,1,1,0,0,0
3055324,Shake'ems Raphael,1,1,1,1,0
3055322,Shadow Ninja Color Change Mikey,1,1,0,0,0
3055329,Spy Line Leo,1,1,0,0,0
3055347,Super Shredder,1,1,1,1,0
3055346,Super Ninja Raph,1,1,1,1,0
3055345,Super Ninja Mikey,1,1,1,1,0
3055344,Super Ninja Leo,1,1,1,1,0
3055287,Armaggon,1,1,1,1,0
3055311,Karai,1,1,1,1,0
3055310,Fugitoid Ship,1,1,1,1,0
3055307,Dimension X Casey Jones,1,1,1,1,1
3055306,Dimension X April O'Neil,1,1,1,1,0
3055319,Robug,1,1,1,1,0
3055372,Twist-N-Mutate Leonardo,1,1,1,1,0
3055371,Tongue Poppin Mikey,1,1,1,1,0
3055377,WWE Ninja Superstars: Michael Angelo as Macho Man Randy Savage,1,1,1,1,0
3055369,Talk to Me Mikey,1,1,1,0,0
3055378,WWE Ninja Superstars: Raphael as Sting,1,1,1,1,0
3055417,Samurai Donnie,1,1,1,1,0
3055418,Samurai Leo,1,1,1,1,0
3055407,Ninja Ghostbusters: Raphael as Zedmore,1,1,1,1,0
3055406,Ninja Ghostbusters: Michael Angelo as Venkman,1,1,1,1,0
3055405,Ninja Ghostbusters: Leonardo as Stantz,1,1,1,1,0
3055404,Ninja Ghostbusters: Donatello as Spengler,1,1,1,1,0
3055419,Samurai Mikey,1,1,1,1,0
3055420,Samurai Raph,1,1,1,1,0
3055421,Samurai Usagi,2,0,2,2,0
3055438,Tales of the TMNT Repaint: Ragin Leatherhead,2,0,0,0,0
3055437,Tales of the TMNT Repaint: Mystic April O'Neil,1,1,1,1,0
3055434,Tales of the TMNT Repaint: Lethal Robotic Foot Soldier,1,1,1,1,0
3055425,Sweeper Ops Playset,1,1,1,1,0
3055423,Sewer Skateboard with Michael Angelo,1,1,1,1,0
3055398,Mutant XL: Raphael,1,1,1,1,0
3055379,80s Bebop,1,1,1,1,0
3055380,80s Leonardo,2,0,0,0,0
3055397,Mutant XL: Michael Angelo,1,1,1,1,0
3055396,Mutant XL: Leonardo,1,1,1,1,0
3055395,Mutant XL: Donatello,1,1,1,1,0
3055389,Mutant Mummy Leo,1,1,1,1,0
3055388,Muckman,1,1,1,1,0
3055387,Monster Hunter Raph,2,0,0,0,0
3055383,Frankendon,1,1,1,1,0
3055382,Crimson Leader,1,1,1,1,0
3055381,80s Rocksteady,1,1,1,1,0
3055399,Mutant XL: Usagi Yojimbo,1,1,1,1,0
3055439,Tales of the TMNT Repaint: Rookies in Training Donnie and Leo,1,1,1,1,0
3055442,Tales of the TMNT Repaint: Sensei Splinter,1,1,1,1,0
3055455,Werewolf Mikey,1,1,1,1,0
3055454,Warrior Horse with Samurai Usagi Yojimbo,2,0,0,0,0
3055453,Warrior Horse with Samurai Raph,1,1,1,1,0
3055452,Warrior Horse with Samurai Mikey,1,1,1,1,0
3055451,Vampire Raph,1,1,1,1,0
3055446,Trash Truck,1,1,1,1,0
3055445,Tales of the TMNT Repaint: Vigilante Casey Jones,1,1,1,1,0
3055444,Tales of the TMNT Repaint: Toxic Mutagen Man,1,1,1,1,0
3055450,Usagi Yojimbo,1,1,1,1,0
3024225,Sh'okanavo,1,1,1,1,0
3024201,Cody,1,1,1,1,0
3024202,Dark Don,1,1,1,1,0
3024203,Dark Leo,1,1,1,1,0
3024214,Leonardo,1,1,1,1,0
3024213,Jammerhead,1,1,1,1,0
3024211,Hover HQ,1,1,1,1,0
3024205,Dark Raph,1,1,1,1,0
3024204,Dark Mike,1,1,1,1,0
3024222,Serling,1,1,1,1,0
3117943,Michel Angelo,1,1,1,1,0
4853185,Pet Turtle Playset: Mutatin Battle Arena,1,1,1,1,1
3086528,Shredder,1,1,1,1,0
3086524,Rank Warrior,1,1,1,1,0
3086523,Mutant Maurader,1,1,1,1,0
3086521,Mega Motorin' Elite Guard with Street Cycle,1,1,1,1,0
3086517,Elite Guard,1,1,1,1,0
3086514,Deluxe Figure Set,1,1,1,1,0
3086513,Black Top Boardin' Venus,1,1,1,1,0
3086532,Bonesteel,1,1,1,1,0
3086546,Vam Mi,1,1,1,1,0
2866355,Mike X King Ghidorah,1,1,1,1,0
3117947,Leo X Godzilla,1,1,1,1,0
2992764,MT-22,1,1,1,1,1
2992765,RC Dune Buggy,1,1,0,0,1
3020664,Coin Bank / Gumball Machine,1,1,1,1,1
3020665,RC Back to the Sewer: Sewer Van,1,1,1,1,1
6454037,Wobble Writer Pen - Leonardo,1,1,1,1,0
6454038,Wobble Writer Pen - Michael Angelo,1,1,1,1,0
2992711,Thrashin' Mike,1,1,1,1,0
2992710,Splinter,1,1,1,1,0
2992709,Skatin' Raph,1,1,1,1,0
2992708,Shredder,1,1,1,1,0
2992707,Scootin' Leo,1,1,1,1,0
2992706,Raphael,1,1,1,1,0
2992703,Foot Soldier,1,1,1,1,0
2992702,Donatello,1,1,1,1,0
2992701,Biker Don,1,1,1,1,0
2992724,Hun,1,1,1,1,0
2992722,Giant Michael Angelo,1,1,1,1,0
2992728,Nanotech Monster,1,1,1,1,0
2992716,Fightin' Gear Mike,1,1,1,1,0
2992713,Casey Jones,1,1,1,1,0
2992712,April O'Neil,1,1,1,1,0
2992760,Turtle Layer,1,1,1,0,1
2992759,Super-Poseable Raphael,1,1,1,1,0
2992758,Super-Poseable Michael Angelo,1,1,1,1,0
2992736,Armorized Shredder,1,1,1,1,0
2992756,Super-Poseable Donatello,1,1,1,1,0
2992752,Sewer Slider,1,1,1,1,0
2992751,Razer Jet,1,1,1,1,0
2992748,Mutatin' Raphael,1,1,1,1,0
2992742,Foot Gunner,1,1,1,1,0
2992779,Turtlebot,1,1,1,1,0
2992776,Stone Biter,2,0,0,0,0
2992773,Space Hoppin' Leonardo,1,1,1,1,0
2992771,Razer Fist,2,0,0,0,0
2992770,Leatherhead,1,1,1,1,0
2992768,Foot Fire Mystic,1,1,1,1,0
2992821,Utrom,1,1,1,1,0
2992820,Usagi Yojimbo,1,1,1,1,0
2992810,Ripped Up Michael Angelo,1,1,1,1,0
2992807,Ninja Knight Raphael,1,1,1,1,0
2992806,Ninja Knight Michael Angelo,1,1,1,1,0
2992805,Ninja Knight Leonardo,1,1,1,1,0
2992795,Multi-Arm Shredder,1,1,1,1,0
2992794,Guardian Ninja,1,1,1,1,0
2992793,Fugitoid,1,1,1,1,1
2992792,Dr. Malignus,1,1,1,1,0
2992787,Commander Mozar,1,1,1,1,0
2992785,Baxter Stockman,1,1,1,1,0
2992838,Elite Commando,1,1,1,1,0
2992832,Butterfly Swords,1,1,1,1,0
2992827,Air Ninja Shredder,1,1,1,1,0
2992845,Leo vs. T-Rex,1,1,1,1,0
2992864,S.W.A.T. Battle Pack,1,1,1,1,1
2992871,Ultimate Daimyo,1,1,1,1,0
2992901,Monster Trapper Michael Angelo,1,1,1,1,0
2992899,Monster Trapper Donatello,1,1,1,1,0
2992898,Hamato Yoshi,1,1,1,1,0
2992888,Bonus 2 Pack: Turtle Titan Mike/Foot Fire Mystic,1,1,1,1,0
2992895,Gen,1,1,1,1,0
2992917,Robo Hunter Raph,1,1,1,1,0
2992916,Robo Hunter Mike,1,1,1,1,0
2992915,Robo Hunter Leo,1,1,1,1,0
2992914,Robo Hunter Don,1,1,1,1,0
2992912,Ripped Up Mike,1,1,1,1,0
2992980,Shellastic Mike,1,1,1,1,0
2992979,Shellastic Leo,1,1,1,1,0
2992976,Shell Kicker Mike,1,1,1,1,0
2992975,Shell Kicker Leo,1,1,1,1,0
2992972,S.W.A.T. Attack Pack,1,1,1,1,1
2992969,Raphael vs. The Yeti,1,1,1,1,0
2992966,Paleo Patrol: Tricera-Tank,1,1,1,1,0
2992947,M.E.S.S. Donatello,1,1,1,1,0
2992963,Paleo Patrol: Allosaurus,1,1,1,1,0
2992961,Paleo Patrol Splinter,1,1,1,1,0
2992960,Paleo Patrol Savanti Romero,1,1,1,1,0
2992958,Paleo Patrol Raph,1,1,1,1,0
2992956,Paleo Patrol Mike,1,1,1,1,0
2992955,Paleo Patrol Leo,1,1,1,1,0
2992953,Mutant Copter,1,1,1,1,0
3086560,Spider Aracknor and Jersey Devil,1,1,1,1,1
3086558,Raph vs. General Aguila,1,1,1,1,0
3086557,Mike vs. General Serpient,1,1,1,1,0
3086556,Michael Angelo,1,1,1,1,0
3086555,Max Winters,1,1,1,1,0
3086553,Leo vs. General Gato,1,1,1,1,0
3086552,Karai,1,1,1,1,0
3086551,Foot Ninja,1,1,1,1,0
3086549,Don vs. General Mono,1,1,1,1,0
3086566,Vampire Succubor,1,1,1,1,0
3086603,Shredder,1,1,1,1,0
3086604,Sloth Monster,1,1,1,1,0
3086594,Mutatin' Mike,1,1,1,1,0
3086593,Mutatin' Leo,1,1,1,1,0
3086592,Mutatin' Don,1,1,1,1,0
3086590,Monster Capture Raph,1,1,1,1,0
3086589,Monster Action Tower,1,1,1,1,0
3086595,Mutatin' Raph,1,1,1,1,0
3086576,Cowabunga Carl Party Van,1,1,0,0,0
3086571,Big Foot (Mail in Promo),1,1,0,0,0
3086647,Raph's Iron Pumpin' Gym,1,1,1,1,0
3086626,Leo's Ninja Dojo Mega Pack,1,1,1,1,0
3086610,Alien Hunter Michael Angelo,1,1,1,1,0
3086609,Alien Hunter Leonardo,1,1,1,1,0
3086665,Aerial Assault Donatello and Foot Ninja,1,1,1,1,0
2864250,Alarm Clock,1,1,1,1,1
2864251,April O'Neil Digital Watch,1,1,1,1,1
2864252,Donatello Nightlight,1,1,0,0,1
2864253,Donatello Weighlifting Mirror,1,1,0,0,1
2864265,Turtle Van Floating Soap Dish,1,1,1,1,1
2864264,Teenage Mutant Ninja Turtles Colorforms,1,0,0,0,1
2864263,Teenage Mutant Hero Turtles Electronic Pinball,1,1,1,1,1
