catalog_item_id,item,quantity_owned,complete,packaged,sealed,access_note_count
2864262,Subterranian Sewer Hockey,1,1,0,0,1
2864261,Sewer Toy Storage Chest,1,1,0,0,1
2864260,Sewer Scope Periscope,1,1,1,1,1
2864259,Raph's Turtle Tugboat Soap Dish,1,1,1,1,1
2864258,Leonardo Yo-Yo,1,1,1,1,1
2864257,Leonardo Surfing Mirror,1,1,0,0,1
2864256,Leonardo Nightlight,1,1,0,0,1
2864255,Fofone,1,1,1,1,0
2864254,Don't Do Drugs! A Rap Song,1,1,0,0,1
2888864,Foot Soldier,1,1,1,1,1
2888863,Donatello,1,1,1,1,1
2888861,Be-Bop,1,1,1,1,1
2888860,April,1,1,1,1,1
2888865,Gags Jokes and Crazy Weapons: Set 1 Squirting Ring,1,1,1,1,0
2888866,Gags Jokes and Crazy Weapons: Set 2 Disappearing Ink,1,1,1,1,0
2888868,Knuckle Head,1,1,1,0,1
2888867,Gags Jokes and Crazy Weapons: Set 3 Razzer,1,1,1,1,0
2888883,Turtle Battle Fun Set: Raphael,1,1,1,1,0
2888882,Turtle Battle Fun Set: Michael Angelo,1,1,1,1,0
2888881,Turtle Battle Fun Set: Leonardo,1,1,1,1,0
2888880,Turtle Battle Fun Set: Donatello,1,1,1,1,0
2888885,Turtle Trooper,1,1,1,1,0
2888875,Splinter,1,1,1,1,1
2888874,Shredder,1,1,1,1,1
2888873,Rocksteady,1,1,1,1,0
2888872,Raphael,1,1,0,0,1
2888871,Party Wagon,1,1,1,1,0
2888870,Michael Angelo,2,0,2,2,2
2888869,Leonardo,1,1,1,1,0
2961777,Ankyl Leo,1,1,1,1,0
2961779,Pteran Don,1,1,1,1,0
2961788,Tyranno Shredder,1,1,1,1,0
2961787,Tricera Mike,1,1,1,1,0
2961780,Stego Raph,1,1,1,1,0
2888909,Usagi Yojimbo,2,2,2,2,0
2888907,Sewer Swimmin' Donatello,1,1,1,1,1
2888906,Sewer Playset,1,0,1,0,0
2888905,Sewer Party Tube,1,1,1,1,0
2888902,Retro Catapult,1,1,1,1,0
2888901,Rat King,2,2,2,2,1
2888898,Metalhead,1,1,1,1,1
2888897,Leatherhead,1,1,1,1,0
2888896,Krang,1,1,1,1,1
2888903,Rock N' Roll Michael Angelo,1,1,1,1,0
2888895,Ghengis Frog,1,1,1,1,1
2888894,General Traag,1,1,1,1,1
2888892,Foot Cruiser,1,1,1,1,0
2888891,Flush 'O Matic,1,1,1,1,0
2888890,Double Barreled Plunger Gun,1,1,1,1,0
2888889,Casey Jones,1,1,1,1,0
2888887,Baxter Stockman,1,1,1,1,0
2888886,Ace Duck,2,0,2,0,2
2888911,Don the Storage Shell Turtle,1,1,1,1,0
2888910,Creepy Crawlin' Splinter,1,1,1,1,1
2888912,Donatello the Undercover Turtle,1,1,1,1,1
2888913,Fugitoid,1,1,1,1,0
2888914,Giant Turtles: Donatello,1,1,0,0,0
2888915,Giant Turtles: Leonardo,1,1,0,0,0
2888932,Pizzaface,1,1,1,1,0
2888931,Panda Khan,1,1,1,1,1
2888929,Needlenose,1,1,1,1,0
2888928,Napoleon Bonafrog,2,0,2,2,1
2888927,Mutant Module,1,1,1,0,0
2888925,Mutagen Man,1,1,1,1,0
2888924,Muckman & Joe Eyeball,1,1,1,1,0
2888923,Mondo Gekko,1,1,1,1,1
2888922,Mike the Sewer Surfer,1,1,1,1,0
2888921,Michael Angelo's Sewer Exploration Belt,1,1,1,0,0
2888920,Leonardo's Sewer Force Sword,1,1,1,1,0
2888919,Leo the Sewer Samarai,1,1,1,1,0
2888918,Killer Bee,1,0,1,0,1
2888917,Giant Turtles: Raphael,1,1,0,0,0
2888916,Giant Turtles: Michael Angelo,1,1,0,0,0
2888933,Psycho Cycle,1,1,1,0,0
2888934,Raph the Space Cadet,1,1,1,1,0
2888935,Raphael's Sewer Spy Goggles,1,1,1,1,0
2888936,Ray Fillet,1,1,1,1,0
2888948,Wingnut & Screwloose,2,2,2,2,0
2888947,Turtle Copter,1,1,1,0,1
2888946,Triceraton,1,1,1,1,0
2888943,Sword Slicin' Leo,1,1,1,1,0
2888942,Sludgemobile,1,1,1,0,0
2888941,Slice N' Dice Shredder,1,1,1,1,1
2888940,Slash,1,1,1,1,0
2888939,Sewer Seltzer Cannon,1,1,1,1,0
2888937,Scumbug,1,1,1,1,0
2888944,Technodrome,1,1,0,0,1
2930393,Sewer Sports Ball: Raphael,1,1,1,1,1
2930392,Sewer Sports Ball: Michael Angelo,1,1,1,1,1
2930391,Sewer Sports Ball: Leonardo,1,1,1,1,1
2930390,Sewer Sports Ball: Donatello,1,1,1,1,0
2930389,Sargeant Bananas,1,1,1,1,0
2930388,Rappin' Mike,2,0,2,2,1
2930395,Sewer Sub,1,1,1,0,0
2930384,Raph the Green Teen Beret,1,1,1,1,0
2930383,Rahzer,1,1,1,1,0
2930381,Punker Don,2,0,2,2,1
2930386,Raph's Sewer Speedboat,1,1,1,1,0
2930396,Shell Kickin' Raph,1,1,1,1,1
2930397,Shell Slammin' Mike,1,1,1,1,0
2930414,Tokka,1,1,1,1,1
2930413,Tattoo,1,1,1,1,0
2930412,Talkin' Raph,1,1,1,1,1
2930411,Talkin' Mike,1,1,1,1,1
2930410,Talkin' Leo,1,1,1,1,1
2930409,Talkin' Don,1,1,1,1,1
2930408,T.D. Tossin' Leo,1,1,1,1,0
2930407,Super Shredder,1,1,1,1,1
2930406,Storage Shell Raph,1,1,1,1,0
2930403,Space Usagi,1,1,1,1,0
2930402,Slapshot Leo,1,1,1,1,1
2930401,Slam Dunkin' Don,1,1,1,1,1
2930400,Skateboardin' Mike,1,1,1,1,0
2930399,Shreddermobile,1,1,1,1,0
2930378,Ninja News Cycle,1,1,1,1,0
2930416,Turtle Blimp II,1,1,1,1,0
2930377,Mike's Pizza Chopper Backpack,1,1,1,1,0
2930375,Midshipman Mike,1,1,1,1,0
2930353,Dirtbag,1,1,1,1,0
2930352,Classic Rocker Leo,2,0,2,2,1
2930351,Chrome Dome,1,1,1,1,0
2930350,Cheapskate II,1,1,1,1,0
2930354,Don's Kooky Carnival Car,1,1,1,1,0
2930356,Don's Telephone Line Rider Backpack,1,1,1,1,0
2930357,Giant Bebop,1,1,1,1,0
2930373,Make My Day Leo,1,1,1,1,0
2930372,Machine Gunnin' Rocksteady,1,1,1,1,1
2930371,Lieutenant Leo,1,1,1,1,0
2930369,Leo's Jolly Turtle Tubboat,1,1,1,1,0
2930368,Krang's Android Body,1,1,1,1,0
2930367,Hose 'Em Down Don,1,1,1,1,0
2930366,Heavy Metal Raph,2,0,2,2,1
2930365,Head Spinnin' Bebop,1,1,1,1,0
2930364,Head Droppin' Raphael,1,1,1,1,0
2930363,Head Droppin' Michael Angelo,1,1,1,1,0
2930362,Head Droppin' Leonardo,1,1,1,1,0
2930361,Head Droppin' Donatello,1,1,1,1,0
2930360,Groundchuck,1,1,1,1,0
2930359,Grand Slammin' Raph,1,1,1,1,1
2930358,Giant Rocksteady,1,1,1,1,0
2930417,Turtle Communicator,2,0,0,0,0
2930419,Turtle Tank,1,1,1,0,0
2930422,Zak the Neutrino,1,1,1,1,1
2930421,Wyrm,1,1,1,1,1
2930420,Walkabout,1,1,1,1,0
2930477,Scale Tail,1,1,1,1,0
2930476,Samarai Scooter,1,1,1,1,0
2930475,Rock 'N Roll Muta-Bus,1,1,1,1,0
2930474,Rock 'N Roll Mondo Gekko,1,1,1,1,0
2930472,Raph the Magnificent,1,1,1,1,0
2930478,Sewer Sand Cruiser,1,1,1,1,0
2930470,Power Punchin' Rocksteady,1,1,1,1,0
2930468,Ninja Knockin' Bebop,1,1,1,1,1
2930465,Mutatin' Splinter,1,1,1,1,0
2930464,Mutatin' Rocksteady,1,1,1,1,0
2930463,Mutatin' Raph,1,1,1,1,0
2930462,Mutatin' Mike,1,1,1,1,0
2930469,Power Liftin' Don,1,1,1,1,0
2930479,Sewer Scout Raph,1,1,1,1,1
2930480,Sewer Spitting Beachcombin' Mike,1,1,1,1,0
2930481,Sewer Spitting Lifeguard Leo,1,1,1,1,0
2930488,Turtlemobile,1,1,1,1,0
2930487,Turtle Bubble Sword,1,1,1,1,0
2930486,Track 'N Field Leo,1,1,1,1,0
2930485,Super Swimmin' Raph,1,1,1,1,0
2930461,Mutatin' Leo,1,1,1,1,0
2930460,Mutatin' Donatello,1,1,1,1,0
2930459,Mutatin' Bebop,1,1,1,1,0
2930458,Muta-Ski,1,1,1,1,0
2930436,Dim Wit Doughboy Rocksteady,1,1,1,1,0
2930434,Crazy Cowboy Don,1,0,1,1,1
2930433,Crazy Clownin' Mike,1,1,1,1,1
2930432,Collector Four Pack (Original Four Turtles),1,1,1,1,0
2930430,Chief Leo,1,1,1,1,1
2930429,Cave-Turtle Leo & His Dingy Dino,1,1,1,1,0
2930428,Bubble Bomber,1,1,1,1,0
2930427,Bandito Bashin' Mike,1,1,1,1,1
2930426,April the Ravishing Reporter,2,0,0,0,0
2930425,April the Ninja Newscaster,1,1,1,1,0
2930424,April II (Purple Belt),1,1,1,1,0
2930423,Anthrax,1,1,1,1,0
2930437,Doctor El,1,1,1,1,0
2930438,Fifth Anniversary Collector Turtle (Gold Leonardo),1,1,1,1,0
2930440,Hot Doggin' Mike,1,1,1,1,0
2930457,Muta-Raft,1,1,1,1,0
2930456,Muta-Carrier,1,1,1,0,0
2930455,Muta-Bike,1,1,1,1,0
2930454,Movie Star Splinter,1,1,1,1,0
2930453,Movie Star Raph,1,1,1,1,0
2930452,Movie Star Mike,1,1,1,1,0
2930451,Movie Star Leo,1,1,1,1,0
2930450,Movie Star Foot Soldier,1,1,1,1,1
2930449,Movie Star Don,1,1,1,1,0
2930448,Monty Moose,1,1,1,1,0
2930447,Merdude,1,1,1,1,0
2930445,Kowabunga Kick-Boxin' Leo,1,1,1,1,0
2930443,King Lionheart,1,1,1,1,0
2930441,Hothead,1,1,1,1,1
2930559,Toon Shredder,1,1,1,1,0
2930558,Toon Raph,1,1,1,1,0
2930557,Toon Mike,1,1,1,1,0
2930556,Toon Leo,1,1,1,1,0
2930555,Toon Kala,1,1,1,1,0
2930554,Toon Irma,1,1,1,1,1
2930553,Toon Don,1,1,1,1,0
2930560,Toon Vernon,1,1,1,1,1
2930552,Toon Dask,1,1,1,1,0
2930550,Toon Burne,1,1,1,1,1
2930549,Technodrome Scout Vehicle,1,1,1,1,0
2930548,Super Mike,1,1,1,1,1
2930547,Super Don,1,1,1,1,1
2930546,Somersault Samarai Leo,1,1,1,1,0
2930544,Sandstorm,1,1,1,1,0
2930562,Turtle Troll Don,1,1,1,1,0
2930563,Turtle Troll Leo,1,1,1,1,0
2930569,Universal Studios: Mike as Frankenstein,1,1,1,1,0
2930566,Turtlepult Wit,1,1,1,1,0
2930565,Turtle Troll Raph,1,1,1,1,0
2930564,Turtle Troll Mike,1,1,1,1,0
2930518,Mutatin' April,1,1,1,1,0
2930516,Movie III Samarai Sword,1,1,1,1,0
2930512,Mona Lisa,1,1,1,1,0
2930519,Mutatin' Foot Soldier,1,1,1,1,0
2930511,Mighty Bebop,1,1,1,1,1
2930507,Jump Attack Jujitsu Raph,1,1,1,1,0
2930506,Hot Spot,1,1,1,1,0
2930505,Halfcourt,1,1,1,1,1
2930503,Giant Samarai Leo,1,1,1,0,0
2930521,Mutatin' Shredder,1,1,1,1,0
2930522,Mutatin' Tokka,1,1,1,1,0
2930539,Samarai Evil Warhorse with Castle Guard,1,1,1,1,0
2930537,Robotic Rocksteady,1,1,1,1,0
2930536,Robotic Bebop,1,1,1,1,0
2930531,Rhinoman,1,1,1,1,1
2930529,Ninja Grapplor,1,1,1,1,0
2930502,Giant Movie Star Raph,1,1,1,1,0
2930501,Giant Movie Star Mike,1,1,1,1,0
2930500,Giant Movie Star Leo,1,1,1,1,0
2930499,Giant Movie Star Don,1,1,1,1,0
2930498,Farmer Mike with Turtle Tractor,1,1,1,1,0
2930495,Channel 6 Newsvan with Toon April,1,1,1,1,0
2930493,Cave Turtle Mike with Silly Stegasaurus,1,1,1,1,0
2930491,Cartwheelin' Karate Don,1,1,1,1,0
2930490,Black Belt Boxer Mike,1,1,1,1,0
2961623,Breakin' Loose Leonardo,1,1,1,1,0
2961629,Cruisin' Leo with Classic Sewer Cycle,1,1,1,1,0
2961631,Cyber Samarai Don,1,1,1,1,0
2961686,Touchdown Donatello,1,1,1,1,0
2961685,Tokka Technodrome Playset,1,1,1,1,0
2961682,Star Trek: First Officer Don,1,1,1,1,0
2961681,Star Trek: Chief Medical Officer Raph,1,1,1,1,0
2961679,Star Trek: Captain Leo,1,1,1,1,0
2961678,Shogun Triceraton,1,1,1,1,0
2961677,Shogun Splinter,1,1,1,1,0
2961673,Shogun Mike,1,1,1,1,0
2961680,Star Trek: Chief Engineer Mike,1,1,1,1,0
2961691,Universal Monsters: Bride of Frankenstein April,1,1,1,1,0
2961692,Universal Monsters: Creature from the Black Lagoon Leonardo,1,1,1,1,0
2961695,Warrior Bebop,1,1,1,1,0
2961694,Universal Monsters: The Mutant Raphael,1,1,1,1,0
2961693,Universal Monsters: Invisible Man Michael Angelo,1,1,1,1,0
2961630,Cyber Samarai Bebop,1,1,1,1,0
2961671,Shogun Don,1,1,1,1,0
2961669,Shell Splittin' Raphael,1,1,1,1,0
2961641,Giant Mutatin Leonardo,1,1,1,1,0
2961648,Hero Hatchin' Michael Angelo,1,1,1,1,0
2961638,Farmer Don with Modern Mutant Tractor,1,1,1,1,0
2961637,Eggsplodin' Donatello,1,1,1,1,0
2961636,Dwarf Don,1,1,1,1,0
2961635,Cyber Samarai Shredder,1,1,1,1,0
2961634,Cyber Samarai Raph,1,1,1,1,0
2961633,Cyber Samarai Mike,1,1,1,1,0
2961632,Cyber Samarai Leo,1,1,1,1,0
2961649,Krang's Android Body (Mini),1,1,1,1,0
2961651,Kung Fu Michael Angelo,1,1,1,1,0
2961667,Robotic Foot Soldier,1,1,1,1,0
2961666,Road Racin' Mike with Kowabunga Bike,1,1,1,1,0
2961665,Retro Rocket Raphael,1,1,1,1,0
2961664,Raph Feudal Castle Playset,1,1,1,1,0
2961663,Pizza Tossin' Raphael,1,1,1,1,0
2961660,Pizza Tossin' Don,1,1,1,1,1
2961658,Pizza Powered Turtle Prop,1,1,1,1,0
2961657,Movie III Turtlepault with Whit Action Figure,1,1,1,1,0
2961656,Moon Landin' Michael Angelo,1,1,1,1,0
2961655,Lunar Leonardo,1,1,1,1,0
2961653,Kung Fu Rocksteady,1,1,1,1,0
2961670,Shogun April,1,1,1,1,0
2961760,Super Mutants Cyclone Cycle,1,1,1,1,0
2961727,Metal Mutants: Shredder with Tiger Spirit Armor,1,1,1,1,0
2961726,Metal Mutants: Raphael with Phoenix Spirit Armor,1,1,1,1,0
2961725,Metal Mutants: Michael Angelo with Beetle Spirit Armor,1,1,1,1,0
2961724,Metal Mutants: Leonardo with Dragon Spirit Armor,1,1,1,1,0
2961723,Metal Mutants: Donatello with Lion Spirit Armor,1,1,1,1,0
2961722,Metal Mutant Cycle,1,1,1,1,0
2961720,Jim Lee: Raphael,1,1,1,1,0
2961719,Jim Lee: Michael Angelo,1,1,1,1,0
2961718,Jim Lee: Donatello,1,1,1,1,0
2961714,Japanese Super Mutant Donatello,1,1,1,1,0
2961744,Ninja Shooters Raphael,1,1,1,1,1
2961743,Ninja Shooters Michael Angelo,1,1,1,1,0
2961742,Ninja Shooters Leonardo,1,1,1,1,0
2961741,Ninja Shooters Donatello,1,1,1,1,0
2961705,Dark Devil Shredder,1,1,0,0,0
2961700,Cave Bebop's Dino Playset,1,1,1,1,0
2961699,Carry Along Sai Playset,1,1,1,1,0
2961696,Arctic Donatello,1,1,1,1,0
2961776,Robotation Michael Angelo,1,1,1,1,0
6486041,Cork Board,1,1,1,1,0
3180962,Snowman & Snowmeow,1,1,1,1,0
15122,Thunder Tank Pencil Eraser,1,1,1,1,1
15121,Lion-o Clock with Cat's Layer,1,1,0,0,1
3149278,Mutant Skycutter,1,1,1,1,0
3149277,Mutant Nosediver,1,1,1,1,0
8152662,Mail Away Mumm-Ra (Mummy),1,1,1,0,1
3149243,Berbil Bell,1,1,1,1,0
3149245,Berbil Bill,1,1,1,1,0
3149244,Berbil Burt,1,1,1,1,0
3149288,Cat's Layer,1,1,0,0,0
3149258,Top Spinner,1,1,1,1,0
3149257,Snowman of Hook Mountain,1,1,1,1,0
3149256,Snarf,1,1,1,1,0
3149255,Ratar-o,1,1,1,1,1
3149254,Ram Bam,1,1,1,1,0
3149281,Mutant Fist Pounder,1,1,1,1,0
3149289,Mumm-Ra's Tomb Fortress,1,0,0,0,1
3149252,Ma-Mutt,1,1,1,1,0
3149250,Hammerhand,1,1,1,1,0
3149247,Cruncher,1,1,1,1,0
3149284,Luna Lasher,1,1,1,1,0
16936,Apocalypse Attackcopter,1,1,1,1,0
16937,Bonehead,1,1,1,1,0
16939,Dr. Killemoff,1,1,1,1,0
16950,Toxie,1,1,1,1,0
16949,Toxic Turf Surfer,1,1,1,1,0
16947,Radiation Ranger,1,1,1,1,0
16946,Psycho,1,1,1,1,0
16945,Nozone,2,0,2,2,0
16944,Major Disaster,1,1,1,1,0
16943,Junkyard,1,1,1,1,0
16941,Headbanger,1,1,1,1,0
3359957,Rainbow Samu,1,1,0,0,0
3359969,Zariganian,1,1,0,0,0
3359873,Blazing Eagle,1,0,0,0,0
3485536,Tech Specometer Eleven,1,1,1,0,1
6673405,Krok,1,1,1,1,0
6673404,Banzai-Tron,1,1,1,1,0
3233555,Action Masters: Megatron,1,1,1,0,0
3317869,Attack Cruiser with Sprocket,1,1,0,0,0
3233556,Minibot: Brawn,1,1,0,0,0
3233548,Autobot Car: Trailbreaker,1,1,1,0,0
3233547,Autobot Car: Sunstreaker,1,1,1,0,0
3233545,Autobot Car: Ratchet,1,1,1,0,0
3233544,Autobot Car: Prowl,1,1,1,0,0
3233543,Autobot Car: Mirage,1,1,1,0,0
3233542,Autobot Car: Jazz,1,1,1,0,0
3233549,Autobot Car: Wheeljack,1,1,1,0,1
3233559,Minibot: Huffer,1,1,0,0,0
3233567,Seeker: Starscream,1,1,1,0,0
3233565,Optimus Prime,1,1,1,0,1
3233541,Autobot Car: Ironhide,1,1,1,0,0
3233540,Autobot Car: Hound,1,1,1,0,0
3233539,Autobot Car: Bluestreak,1,1,0,0,0
6673406,Electric Train and Battle Set,1,1,1,0,0
3233578,Constructicon: Grapple,2,0,0,0,0
3233575,Autobot Car: Tracks,1,1,1,0,0
3233574,Autobot Car: Smokescreen,1,1,1,0,0
3233573,Autobot Car: Skids,1,1,1,0,0
3233572,Autobot Car: Red Alert,1,1,1,0,0
3233571,Autobot Car: Inferno,1,1,1,0,0
3233570,Autobot Car: Hoist,1,1,1,0,0
3233598,Jumpstarter: Topspin,1,1,0,0,0
3233597,Jetfire,1,1,1,0,0
3233595,Insecticon: Shrappnel,2,0,0,0,0
3233593,Insecticon: Kickback,2,0,0,0,0
3233599,Jumpstarter: Twin Twist,2,0,2,0,0
3233591,Insecticon: Bombshell,2,0,0,0,1
3233588,Dinobot: Swoop,1,1,1,0,0
3233587,Dinobot: Snarl,1,1,1,1,0
3233586,Dinobot: Sludge,1,1,0,0,0
3233585,Dinobot: Slag,1,1,1,0,0
3233584,Dinobot: Grimlock,1,1,1,0,0
3233601,Minibot: Cosmos,1,1,0,0,0
3233602,Minibot: Powerglide,1,1,0,0,0
3233619,Triple Changer: Astro Train,1,1,1,0,0
3233616,Seeker: Thrust,2,0,0,0,0
3233615,Seeker: Ramjet,2,0,0,0,1
3233614,Seeker: Dirge,2,0,0,0,0
3233613,Roadbuster,1,1,1,0,0
3233609,Perceptor,1,1,1,0,0
3233606,Omnibot: Camshaft,1,1,0,0,0
3233605,Omega Supreme,1,1,1,0,0
3233604,Minibot: Warpath,1,1,0,0,0
3233603,Minibot: Seaspray,1,1,0,0,0
3233621,Whirl,1,1,1,0,0
3317715,Combaticon: Brawl,1,1,0,0,0
3317714,Combaticon: Blast Off,1,1,0,0,0
3317712,Cassette: Rewind,1,1,0,0,0
3317716,Combaticon: Onlaught,1,1,0,0,0
3317705,Autobot Car: Kup,1,1,0,0,0
3317703,Autobot Car: Blurr,1,1,0,0,0
3317702,Aerialbot: Slingshot,1,1,0,0,0
3317701,Aerialbot: Skydive,1,1,0,0,0
3317700,Aerialbot: Silverbolt,1,1,0,0,0
3317717,Combaticon: Swindle,1,1,0,0,0
3317718,Combaticon: Vortex,1,1,0,0,0
3317719,Galvatron,1,1,1,0,0
3317736,Protectobot: Streetwise,1,1,0,0,0
3317735,Protectobot: Hot Spot,1,1,0,0,0
3317734,Protectobot: Groove,1,1,0,0,0
3317733,Protectobot: First Aid,1,1,0,0,0
3317732,Protectobot: Blades,1,1,0,0,0
3317731,Predacon: Tantrum,1,1,0,0,0
3317730,Predacon: Razerclaw,1,1,0,0,0
3317729,Predacon: Rampage,1,1,0,0,0
3317728,Predacon: Headstrong,1,1,0,0,0
3317727,Predacon: Divebomb,1,1,0,0,0
3317726,Minibot: Wheelie,1,1,0,0,0
3317720,Metroplex,1,1,1,0,0
3317699,Aerialbot: Fireflight,1,1,0,0,0
3317737,Reflector,1,1,1,0,0
3317698,Aerialbot: Air Raid,1,1,0,0,0
3317739,Seeker: Cyclonus,1,1,0,0,0
3317740,Seeker: Scourge,1,1,1,0,0
3317754,Wreck-gar,1,1,1,0,0
3317753,Ultra Magnus,1,1,0,0,1
3317752,Trypticon,1,1,1,0,0
3317751,Triple Changer: Springer,1,1,1,0,0
3317748,Triple Changer: Broadside,1,1,1,0,0
3317747,Stunticon: Wildrider,1,1,0,0,0
3317746,Stunticon: Motormaster,1,1,0,0,0
3317745,Stunticon: Drag Strip,1,1,0,0,0
3317744,Stunticon: Dead End,1,1,0,0,0
3317743,Stunticon: Breakdown,1,1,0,0,0
3317741,Sharkticon: Gnaw,1,1,0,0,0
3317798,Terrorcon: Sinnertwin,1,1,0,0,0
3317797,Terrorcon: Rippersnapper,1,1,0,0,0
3317796,Terrorcon: Hun-gurrr,1,1,0,0,0
3317795,Terrorcon: Cutthroat,1,1,0,0,0
3317794,Terrorcon: Blot,1,1,0,0,0
3317792,Targetmaster: Sureshot,1,1,1,0,0
3317789,Targetmaster: Pointblank,1,1,1,0,0
3317782,Sixshot,1,1,1,0,0
3317781,Scorponok,1,1,1,0,0
3317779,Pounce & Wingspan,1,1,1,0,0
3317757,Computron: Afterburner,1,1,0,0,0
3317758,Computron: Lightspeed,1,1,0,0,0
3317759,Computron: Nosecone,1,1,0,0,0
3317761,Computron: Strafe,1,1,0,0,0
3317778,Monsterbot: Repugnous,1,1,0,0,0
3317776,Monsterbot: Doublecross,1,1,1,0,0
3317775,Headmaster: Weirdwolf,1,1,1,0,0
3317774,Headmaster: Snapdragon,1,1,0,0,0
3317773,Headmaster: Skullcruncher,1,1,1,0,0
3317771,Headmaster: Highbrow,1,1,1,0,0
3317770,Headmaster: Hardhead,1,1,1,0,0
3317769,Headmaster: Chromedome,1,1,1,0,0
3317768,Headmaster: Brainstorm,2,0,2,0,0
3317766,Fortress Maximus,1,1,1,1,0
3317765,Fastlane & Cloudraker,1,1,1,0,0
3317764,Duocon: Flywheels,1,1,0,0,0
3317763,Duocon: Battletrap,1,1,0,0,0
3317760,Computron: Scattershot,1,1,0,0,0
3317839,Pretender: Splashdown,1,1,1,0,0
3317838,Pretender: Snarler,1,1,1,0,0
3317836,Pretender: Skullgrin,1,1,1,0,0
3317833,Pretender: Iguanus,1,1,1,0,0
3317840,Pretender: Submarauder,1,1,1,0,0
3317830,Pretender: Finback,1,1,1,0,0
3317828,Pretender: Chainclaw,1,1,1,0,0
3317827,Pretender: Catilla,1,1,1,0,0
3317826,Pretender: Carnivac,1,1,1,0,0
3317825,Pretender: Bugly,1,1,1,0,0
3317824,Pretender: Bomb-burst,1,1,1,0,0
3317842,Seacon: Nautilator,1,1,0,0,0
3317843,Seacon: Overbite,1,1,0,0,0
3317847,Seacon: Tentakil,1,1,0,0,0
3317846,Seacon: Snaptrap,1,1,0,0,0
3317845,Seacon: Skalor,1,1,0,0,0
3317844,Seacon: Seawing,1,1,0,0,0
3317823,Powermaster: Slapdash,1,1,1,0,0
3317822,Powermaster: Quickswitch,1,1,1,0,0
3317821,Powermaster: Optimus Prime,1,1,1,0,0
3317820,Powermaster: Joyride,1,1,1,0,0
3317818,Powermaster: Dreadwind,1,1,1,0,0
3317817,Powermaster: Doubledealer,1,1,1,0,0
3317816,Powermaster: Darkwing,1,1,1,0,0
3317813,Headmaster: Nightbeat,1,1,1,0,0
3317812,Headmaster: Hosehead,1,1,1,0,0
3317809,Firecon: Sparkstalker,1,1,0,0,0
3317808,Firecon: Flamefeather,1,1,0,0,0
3317807,Firecon: Cindersaur,1,1,0,0,0
3317868,Pretender Monsters (Monstructor): Wildfly,1,1,0,0,0
3317867,Pretender Monsters (Monstructor): Slog,1,1,0,0,0
3317866,Pretender Monsters (Monstructor): Scowl,1,1,0,0,0
3317865,Pretender Monsters (Monstructor): Icepick,1,1,0,0,0
3317864,Pretender Monsters (Monstructor): Bristleback,1,1,0,0,0
3317863,Pretender Monsters (Monstructor): Birdbrain,1,1,0,0,0
3724377,Warrior,1,1,0,0,0
3724376,Tron,1,1,0,0,0
3724372,Flynn,1,1,0,0,0
3724375,Sark,1,1,0,0,0
3945393,Cryotek,1,1,1,1,0
3945387,Cravex,1,1,1,1,0
3945386,Cindarr,1,1,1,1,0
3945388,Darkstorm,1,1,1,1,0
3945394,Leoric,1,1,1,1,0
3945389,Lexor,1,1,1,1,0
3945391,Sky Claw with Mortdred,1,1,1,0,0
2753282,The Thing,1,1,0,0,0
2753281,Spiderman,1,1,0,0,0
2753273,Green Goblin,1,1,0,0,0
2753279,Mr. Fantastic,1,1,0,0,0
2753276,Invisible Girl,1,1,0,0,0
2753275,Human Torch,1,1,0,0,0
